Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-912i,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,progress,audio,cont_step
53,1626190050710,13/07/2021 15:27:30,1626190142762,-5,13/07/2021 10:29:02,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,6,8,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
54,1626190050882,13/07/2021 15:27:30,1626190142829,-5,13/07/2021 10:29:02,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,86,9,1,stimuli,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
55,1626190051023,13/07/2021 15:27:31,1626190143070,-5,13/07/2021 10:29:03,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,86,9,1,stimuli,Zone1,content_web_audio,244,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
56,1626190053790,13/07/2021 15:27:33,1626190145820,-5,13/07/2021 10:29:05,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,86,9,2,response,likert,response_rating_scale_likert,2716,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
57,1626190053969,13/07/2021 15:27:33,1626190145822,-5,13/07/2021 10:29:05,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,86,9,2,response,continueButton,continue_keyboard,2716,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
58,1626190054750,13/07/2021 15:27:34,1626190146811,-5,13/07/2021 10:29:06,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,86,9,3,isi,fixation,timelimit_screen,999.8600000000006,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
59,1626190054916,13/07/2021 15:27:34,1626190146868,-5,13/07/2021 10:29:06,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,26,10,1,stimuli,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
60,1626190055088,13/07/2021 15:27:35,1626190147103,-5,13/07/2021 10:29:07,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,26,10,1,stimuli,Zone1,content_web_audio,236,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
61,1626190056735,13/07/2021 15:27:36,1626190148796,-5,13/07/2021 10:29:08,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,26,10,2,response,likert,response_rating_scale_likert,1658,,,2,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
62,1626190056901,13/07/2021 15:27:36,1626190148799,-5,13/07/2021 10:29:08,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,26,10,2,response,continueButton,continue_keyboard,1658,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
63,1626190057729,13/07/2021 15:27:37,1626190149794,-5,13/07/2021 10:29:09,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,26,10,3,isi,fixation,timelimit_screen,999.8600000000006,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_002.mp3,2
64,1626190057901,13/07/2021 15:27:37,1626190149847,-5,13/07/2021 10:29:09,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,35,11,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
65,1626190058042,13/07/2021 15:27:38,1626190150078,-5,13/07/2021 10:29:10,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,35,11,1,stimuli,Zone1,content_web_audio,232,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
66,1626190059089,13/07/2021 15:27:39,1626190151152,-5,13/07/2021 10:29:11,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,35,11,2,response,likert,response_rating_scale_likert,1039,,,2,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
67,1626190059250,13/07/2021 15:27:39,1626190151155,-5,13/07/2021 10:29:11,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,35,11,2,response,continueButton,continue_keyboard,1039,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_003.mp3,3
68,1626190060078,13/07/2021 15:27:40,1626190152144,-5,13/07/2021 10:29:12,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,35,11,3,isi,fixation,timelimit_screen,999.859999999986,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_003.mp3,3
69,1626190060250,13/07/2021 15:27:40,1626190152195,-5,13/07/2021 10:29:12,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,65,12,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
70,1626190060432,13/07/2021 15:27:40,1626190152433,-5,13/07/2021 10:29:12,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,65,12,1,stimuli,Zone1,content_web_audio,237,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
71,1626190062547,13/07/2021 15:27:42,1626190154610,-5,13/07/2021 10:29:14,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,65,12,2,response,likert,response_rating_scale_likert,2146,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
72,1626190062750,13/07/2021 15:27:42,1626190154614,-5,13/07/2021 10:29:14,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,65,12,2,response,continueButton,continue_keyboard,2146,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
73,1626190063500,13/07/2021 15:27:43,1626190155592,-5,13/07/2021 10:29:15,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,65,12,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
74,1626190063668,13/07/2021 15:27:43,1626190155619,-5,13/07/2021 10:29:15,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,64,13,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
75,1626190063828,13/07/2021 15:27:43,1626190155849,-5,13/07/2021 10:29:15,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,64,13,1,stimuli,Zone1,content_web_audio,231,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
76,1626190065359,13/07/2021 15:27:45,1626190157429,-5,13/07/2021 10:29:17,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,64,13,2,response,likert,response_rating_scale_likert,1572,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
77,1626190065699,13/07/2021 15:27:45,1626190157432,-5,13/07/2021 10:29:17,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,64,13,2,response,continueButton,continue_keyboard,1572,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
78,1626190066371,13/07/2021 15:27:46,1626190158426,-5,13/07/2021 10:29:18,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,64,13,3,isi,fixation,timelimit_screen,999.8799999999901,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
79,1626190066543,13/07/2021 15:27:46,1626190158474,-5,13/07/2021 10:29:18,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,71,14,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
80,1626190066715,13/07/2021 15:27:46,1626190158716,-5,13/07/2021 10:29:18,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,71,14,1,stimuli,Zone1,content_web_audio,242,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
81,1626190067933,13/07/2021 15:27:47,1626190160002,-5,13/07/2021 10:29:20,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,71,14,2,response,likert,response_rating_scale_likert,1252,,,4,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
82,1626190068090,13/07/2021 15:27:48,1626190160004,-5,13/07/2021 10:29:20,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,71,14,2,response,continueButton,continue_keyboard,1252,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_005.mp3,5
83,1626190068937,13/07/2021 15:27:48,1626190160994,-5,13/07/2021 10:29:20,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,71,14,3,isi,fixation,timelimit_screen,999.8600000000006,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_005.mp3,5
84,1626190069094,13/07/2021 15:27:49,1626190161048,-5,13/07/2021 10:29:21,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,15,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
85,1626190069250,13/07/2021 15:27:49,1626190161290,-5,13/07/2021 10:29:21,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,15,1,stimuli,Zone1,content_web_audio,243,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
86,1626190072027,13/07/2021 15:27:52,1626190164070,-5,13/07/2021 10:29:24,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,15,2,response,likert,response_rating_scale_likert,2748,,,3,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
87,1626190072330,13/07/2021 15:27:52,1626190164073,-5,13/07/2021 10:29:24,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,15,2,response,continueButton,continue_keyboard,2748,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
88,1626190072996,13/07/2021 15:27:52,1626190165059,-5,13/07/2021 10:29:25,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,61,15,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
89,1626190073189,13/07/2021 15:27:53,1626190165117,-5,13/07/2021 10:29:25,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,16,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
90,1626190073330,13/07/2021 15:27:53,1626190165358,-5,13/07/2021 10:29:25,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,16,1,stimuli,Zone1,content_web_audio,241,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
91,1626190075840,13/07/2021 15:27:55,1626190167896,-5,13/07/2021 10:29:27,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,16,2,response,likert,response_rating_scale_likert,2506,,,3,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
92,1626190076018,13/07/2021 15:27:56,1626190167900,-5,13/07/2021 10:29:27,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,16,2,response,continueButton,continue_keyboard,2506,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_006.mp3,6
93,1626190076824,13/07/2021 15:27:56,1626190168891,-5,13/07/2021 10:29:28,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,84,16,3,isi,fixation,timelimit_screen,999.8800000000047,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_006.mp3,6
94,1626190076996,13/07/2021 15:27:56,1626190168953,-5,13/07/2021 10:29:28,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,9,17,1,stimuli,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
95,1626190077152,13/07/2021 15:27:57,1626190169186,-5,13/07/2021 10:29:29,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,9,17,1,stimuli,Zone1,content_web_audio,235,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
96,1626190079221,13/07/2021 15:27:59,1626190171293,-5,13/07/2021 10:29:31,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,9,17,2,response,likert,response_rating_scale_likert,2076,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
97,1626190079394,13/07/2021 15:27:59,1626190171296,-5,13/07/2021 10:29:31,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,9,17,2,response,continueButton,continue_keyboard,2076,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_001.mp3,1
98,1626190080237,13/07/2021 15:28:00,1626190172291,-5,13/07/2021 10:29:32,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,9,17,3,isi,fixation,timelimit_screen,999.8600000000151,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_001.mp3,1
99,1626190080455,13/07/2021 15:28:00,1626190172349,-5,13/07/2021 10:29:32,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,48,18,1,stimuli,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
100,1626190080612,13/07/2021 15:28:00,1626190172584,-5,13/07/2021 10:29:32,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,48,18,1,stimuli,Zone1,content_web_audio,237,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
101,1626190081706,13/07/2021 15:28:01,1626190173773,-5,13/07/2021 10:29:33,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,48,18,2,response,likert,response_rating_scale_likert,1160,,,1,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
102,1626190081874,13/07/2021 15:28:01,1626190173775,-5,13/07/2021 10:29:33,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,48,18,2,response,continueButton,continue_keyboard,1160,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_004.mp3,4
103,1626190082690,13/07/2021 15:28:02,1626190174759,-5,13/07/2021 10:29:34,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,48,18,3,isi,fixation,timelimit_screen,999.8600000000151,,,,,0,1,0,,,1,,1,vas_bada_task,1,ba-da_004.mp3,4
104,1626190082877,13/07/2021 15:28:02,1626190174812,-5,13/07/2021 10:29:34,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,22,19,1,stimuli,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
105,1626190083093,13/07/2021 15:28:03,1626190175049,-5,13/07/2021 10:29:35,55990,9,task-b3m7,,14288335,5e57286fa270510cf698f38e,4256236,,complete,,60edaf76a30f6fb08dd48608,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1280x720,1280x567,Pass,VAS /ba-da/ ,5,Yes,Pass,Pass,,,order_3,vas_bada,vas_bada,22,19,1,stimuli,Zone1,content_web_audio,238,,,,,0,1,0,,,,,1,vas_bada_task,1,ba-da_002.mp3,2
